New PAW TMT results file!																																																										
"Program ""PAW_protein_grouper.py"" run on Tue Aug 29 11:02:42 2023"																																																										
8	1	CONT_022|CASK_BOVIN	 	 	 	contaminant	15.3	190	21269	KAPPA CASEIN PRECURSOR [Bos taurus].	7	7	1	4	1	2	4	1	2	4	1	2	4	206865.2266	448831.6484	42250.36523	95512.08789	42350.5459	61855.01953	44553.24512	2347.893067	150	150	149610.8156	1	107847.3516	8497.94043	43878.22266	28890.1543	50337.48438	50981.08984	57196.36328	2963.910645	4253.047852	150	48405.37386	2	58238.17627	8169.496582	6892.044922	12407.33008	28736.61475	29466.18677	17406.90332	150	150	150	23984.97489
9	1	CONT_025|gi|346581|pir||S29094 (+2)	CONT_025|gi|346581|pir||S29094&CONT_110|gi|125117|sp|P25691|K2M3_SHEEP&CONT_173|gi|1903218|gnl|PID|e255345	 	"CONT_025|gi|346581|pir||S29094, CONT_044|gi|1083132|pir||A56694, CONT_070|gi|547752|sp|Q01546|K22O_HUMAN, CONT_073|gi|87303|pir||JS0487, CONT_079|gi|125105|sp|P13647|K2C5_HUMAN, CONT_120|gi|125108|sp|P08729|K2C7_HUMAN, CONT_129|gi|1346344|sp|P02538|K2CA_HUMAN, CONT_133|gi|1346349|sp|P48669|K2CF_HUMAN, CONT_142|gi|88053|pir||A29666, sp|P03995|GFAP_MOUSE, sp|P07744|K2C4_MOUSE, sp|P11679|K2C8_MOUSE, sp|P20152|VIME_MOUSE, sp|P50446|K2C6A_MOUSE, sp|Q3UV17|K22O_MOUSE, sp|Q8BGZ7|K2C75_MOUSE, sp|Q922U2|K2C5_MOUSE, sp|Q99M73|KRT84_MOUSE, sp|Q9DCV7|K2C7_MOUSE, tr|E9Q0F0|E9Q0F0_MOUSE, tr|E9Q1Z0|E9Q1Z0_MOUSE"	contaminant	4.6	503	55342	"keratin, type II, component 5, cytoskeletal [sheep, wool, Peptide, 503 aa]."	19	2	0.105	10	6	3	1	1	0	1.015	1.008	0.005	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
11	1	CONT_050|gi|280816|pir||A37343 (+1)	CONT_050|gi|280816|pir||A37343&CONT_098|gi|125077|sp|P13646|K1CM_HUMAN	 	"CONT_050|gi|280816|pir||A37343, CONT_074|gi|1070608|pir||KRHU9, CONT_082|gi|125080|sp|P02533|K1CN_HUMAN, CONT_094|gi|547751|sp|Q04695|K1CQ_HUMAN, CONT_101|gi|125081|sp|P19012|K1CO_HUMAN, CONT_121|gi|547749|sp|P13645|K1CJ_HUMAN, CONT_156|gi|1363944|pir||JC4313, sp|P02535|K1C10_MOUSE, sp|P08730|K1C13_MOUSE, sp|P19001|K1C19_MOUSE, sp|Q61414|K1C15_MOUSE, sp|Q61781|K1C14_MOUSE"	contaminant	15.5	420	45865	"keratin 13, type I, cytoskeletal, short form [Homo sapiens]."	23	0	0	10	8	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12	1	CONT_065|gi|399678|bbs|134862	 	 	 	contaminant	63.2	19	2190	"keratin 5 {exon 7} [human, Peptide Partial Mutant, 19 aa]."	2	2	1	2	0	0	2	0	0	2	0	0	2	116160.6094	177237.9844	86268.58984	74981.62305	181064.8555	120731.625	170628.9258	6588.337524	6938.513184	150	126074.2145	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
13	1	CONT_068|gi|1082558|pir||S41161	 	 	"CONT_068|gi|1082558|pir||S41161, CONT_074|gi|1070608|pir||KRHU9, CONT_082|gi|125080|sp|P02533|K1CN_HUMAN, CONT_094|gi|547751|sp|Q04695|K1CQ_HUMAN, CONT_101|gi|125081|sp|P19012|K1CO_HUMAN, CONT_121|gi|547749|sp|P13645|K1CJ_HUMAN, CONT_156|gi|1363944|pir||JC4313, CONT_165|gi|2497269|sp|Q99456|K1CL_HUMAN, sp|P05784|K1C18_MOUSE, sp|P08730|K1C13_MOUSE, sp|P19001|K1C19_MOUSE, sp|Q61414|K1C15_MOUSE"	contaminant	50.2	623	62129	"keratin 9, cytoskeletal [Homo sapiens]."	119	116	0.975	51	20	48	50	19	47	50.479	19.479	47.479	50	2981715.657	3127394.824	1255375.206	1345631.957	822769.485	913525.5479	2533056.796	43522.50977	78904.8114	150	1741068.779	19	1036561.227	1402705.151	816669.6538	910239.2986	688816.8274	1177457.388	1145968.807	48283.51904	38372.53784	150	1005408.258	47	4998476.227	686304.9183	632107.8155	404978.2064	1696201.763	1676872.173	2330661.579	55583.35401	64342.71576	150	1682490.184
15	1	CONT_072|gi|547754|sp|P35908|K22E_HUMAN	 	 	"CONT_070|gi|547752|sp|Q01546|K22O_HUMAN, CONT_072|gi|547754|sp|P35908|K22E_HUMAN, CONT_073|gi|87303|pir||JS0487, CONT_079|gi|125105|sp|P13647|K2C5_HUMAN, CONT_088|gi|1346343|sp|P04264|K2C1_HUMAN, CONT_089|gi|71536|pir||KRHU2, CONT_102|gi|88044|pir||S01068, CONT_120|gi|125108|sp|P08729|K2C7_HUMAN, CONT_129|gi|1346344|sp|P02538|K2CA_HUMAN, CONT_133|gi|1346349|sp|P48669|K2CF_HUMAN, CONT_142|gi|88053|pir||A29666, sp|P04104|K2C1_MOUSE, sp|P07744|K2C4_MOUSE, sp|P11679|K2C8_MOUSE, sp|P19246|NFH_MOUSE, sp|P50446|K2C6A_MOUSE, sp|Q3TTY5|K22E_MOUSE, sp|Q3UV17|K22O_MOUSE, sp|Q6IFZ6|K2C1B_MOUSE, sp|Q6NXH9|K2C73_MOUSE, sp|Q8BGZ7|K2C75_MOUSE, sp|Q922U2|K2C5_MOUSE, sp|Q99M73|KRT84_MOUSE, sp|Q9DCV7|K2C7_MOUSE, tr|E9Q1Z0|E9Q1Z0_MOUSE"	contaminant	69.9	645	65865	"KERATIN, TYPE II CYTOSKELETAL 2 EPIDERMAL (CYTOKERATIN 2E) (K2E) (CK 2E) [Homo sapiens]."	135	72	0.533	49	40	46	29	19	24	44.67	33.28	41.721	29	5641808.865	5030325.767	2433321.527	1586941.169	1275722.755	1721483.82	3398767.455	82414.36279	143866.6382	150	2948267.317	19	1140746.476	716792.4692	1128578.412	1096300.246	1358662.167	1330305.611	1510485.42	71984.33594	57854.71307	150	1128564.23	24	3104298.016	810129.9567	601075.6431	497588.8975	1960307.937	1704606.598	2601296.077	82661.37146	91432.9436	150	1446334.508
18	1	CONT_076|gi|125083|sp|P05783|K1CR_HUMAN (+1)	CONT_076|gi|125083|sp|P05783|K1CR_HUMAN&CONT_077|gi|106851|pir||S06889	 	"CONT_074|gi|1070608|pir||KRHU9, CONT_076|gi|125083|sp|P05783|K1CR_HUMAN, CONT_082|gi|125080|sp|P02533|K1CN_HUMAN, CONT_094|gi|547751|sp|Q04695|K1CQ_HUMAN, CONT_101|gi|125081|sp|P19012|K1CO_HUMAN, CONT_121|gi|547749|sp|P13645|K1CJ_HUMAN, CONT_156|gi|1363944|pir||JC4313, sp|P02535|K1C10_MOUSE, sp|P05784|K1C18_MOUSE, sp|P08730|K1C13_MOUSE, sp|P19001|K1C19_MOUSE, sp|Q61414|K1C15_MOUSE, sp|Q61781|K1C14_MOUSE"	contaminant	33.3	430	48057	"KERATIN, TYPE I CYTOSKELETAL 18 (CYTOKERATIN 18) (K18) (CK 18) [Homo sapiens]."	24	8	0.333	5	17	2	0	8	0	1.54	14.773	0.55	0	0	0	0	0	0	0	0	0	0	0	0	8	139057.2471	148036.3525	156129.8704	137869.0059	140690.8738	354761.1855	358941.4434	354580.3311	359643.8096	357393.4951	179424.0892	0	0	0	0	0	0	0	0	0	0	0	0
19	1	CONT_079|gi|125105|sp|P13647|K2C5_HUMAN	 	 	"CONT_025|gi|346581|pir||S29094, CONT_044|gi|1083132|pir||A56694, CONT_070|gi|547752|sp|Q01546|K22O_HUMAN, CONT_072|gi|547754|sp|P35908|K22E_HUMAN, CONT_073|gi|87303|pir||JS0487, CONT_079|gi|125105|sp|P13647|K2C5_HUMAN, CONT_088|gi|1346343|sp|P04264|K2C1_HUMAN, CONT_089|gi|71536|pir||KRHU2, CONT_102|gi|88044|pir||S01068, CONT_120|gi|125108|sp|P08729|K2C7_HUMAN, CONT_129|gi|1346344|sp|P02538|K2CA_HUMAN, CONT_133|gi|1346349|sp|P48669|K2CF_HUMAN, CONT_142|gi|88053|pir||A29666, sp|P03995|GFAP_MOUSE, sp|P04104|K2C1_MOUSE, sp|P07744|K2C4_MOUSE, sp|P11679|K2C8_MOUSE, sp|P19246|NFH_MOUSE, sp|P20152|VIME_MOUSE, sp|P50446|K2C6A_MOUSE, sp|Q3TTY5|K22E_MOUSE, sp|Q3UV17|K22O_MOUSE, sp|Q6IFZ6|K2C1B_MOUSE, sp|Q6NXH9|K2C73_MOUSE, sp|Q8BGZ7|K2C75_MOUSE, sp|Q922U2|K2C5_MOUSE, sp|Q99M73|KRT84_MOUSE, sp|Q9DCV7|K2C7_MOUSE, tr|E9Q0F0|E9Q0F0_MOUSE, tr|E9Q1Z0|E9Q1Z0_MOUSE"	contaminant	26.4	590	62461	"KERATIN, TYPE II CYTOSKELETAL 5 (CYTOKERATIN 5) (K5) (CK 5) (58 KD CYTOKERATIN) [Homo sapiens]."	77	4	0.052	26	28	23	1	1	2	6.223	6.968	8.08	1	12458.77539	17632.75586	16863.16016	21383.82813	26124.0332	22587.43359	26719.56836	150	150	150	19508.33105	1	9616.213867	7449.298828	13672.17969	5371.703613	39202.35938	8966.794922	14272.0625	150	150	150	14046.42505	2	12169.67578	3217.211914	2655.452881	1098.47876	7322.79541	7024.493164	6033.532227	150	150	150	5581.351318
23	1	CONT_094|gi|547751|sp|Q04695|K1CQ_HUMAN	 	 	"CONT_050|gi|280816|pir||A37343, CONT_068|gi|1082558|pir||S41161, CONT_074|gi|1070608|pir||KRHU9, CONT_076|gi|125083|sp|P05783|K1CR_HUMAN, CONT_082|gi|125080|sp|P02533|K1CN_HUMAN, CONT_094|gi|547751|sp|Q04695|K1CQ_HUMAN, CONT_101|gi|125081|sp|P19012|K1CO_HUMAN, CONT_121|gi|547749|sp|P13645|K1CJ_HUMAN, CONT_156|gi|1363944|pir||JC4313, CONT_165|gi|2497269|sp|Q99456|K1CL_HUMAN, sp|P02535|K1C10_MOUSE, sp|P05784|K1C18_MOUSE, sp|P08730|K1C13_MOUSE, sp|P19001|K1C19_MOUSE, sp|Q61414|K1C15_MOUSE, sp|Q61781|K1C14_MOUSE"	contaminant	26.9	432	48105	"KERATIN, TYPE I CYTOSKELETAL 17 (CYTOKERATIN 17) (K17) (CK 17) (39.1) (VERSION 1) [Homo sapiens]."	26	7	0.269	8	13	5	1	5	1	1.85	7.306	1.74	1	7151.417969	7100.165039	2901.039551	5526.21582	4784.249512	4448.612305	3008.20752	150	150	150	5318.616699	5	176188.5903	82946.06592	159020.9038	132525.9885	186561.4521	154066.8626	142563.3843	11807.78125	10973.58862	5616.200562	148551.6439	1	6847.526367	1846.757568	1593.578857	150	2166.677734	2644.967773	2088.76001	150	150	150	2541.584717
25	1	CONT_102|gi|88044|pir||S01068 (+1)	CONT_102|gi|88044|pir||S01068&CONT_119|gi|547753|sp|P19013|K2C4_HUMAN	 	"CONT_070|gi|547752|sp|Q01546|K22O_HUMAN, CONT_072|gi|547754|sp|P35908|K22E_HUMAN, CONT_073|gi|87303|pir||JS0487, CONT_079|gi|125105|sp|P13647|K2C5_HUMAN, CONT_088|gi|1346343|sp|P04264|K2C1_HUMAN, CONT_089|gi|71536|pir||KRHU2, CONT_102|gi|88044|pir||S01068, CONT_120|gi|125108|sp|P08729|K2C7_HUMAN, CONT_129|gi|1346344|sp|P02538|K2CA_HUMAN, CONT_133|gi|1346349|sp|P48669|K2CF_HUMAN, CONT_142|gi|88053|pir||A29666, sp|P03995|GFAP_MOUSE, sp|P04104|K2C1_MOUSE, sp|P07744|K2C4_MOUSE, sp|P11679|K2C8_MOUSE, sp|P50446|K2C6A_MOUSE, sp|Q3TTY5|K22E_MOUSE, sp|Q3UV17|K22O_MOUSE, sp|Q6IFZ6|K2C1B_MOUSE, sp|Q6NXH9|K2C73_MOUSE, sp|Q8BGZ7|K2C75_MOUSE, sp|Q922U2|K2C5_MOUSE, sp|Q99M73|KRT84_MOUSE, sp|Q9DCV7|K2C7_MOUSE, tr|E9Q1Z0|E9Q1Z0_MOUSE"	contaminant	8.8	408	45507	"keratin 4, type II, cytoskeletal (fragment) [Homo sapiens]."	15	0	0	5	3	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
27	1	CONT_121|gi|547749|sp|P13645|K1CJ_HUMAN	 	 	"CONT_050|gi|280816|pir||A37343, CONT_068|gi|1082558|pir||S41161, CONT_074|gi|1070608|pir||KRHU9, CONT_076|gi|125083|sp|P05783|K1CR_HUMAN, CONT_082|gi|125080|sp|P02533|K1CN_HUMAN, CONT_094|gi|547751|sp|Q04695|K1CQ_HUMAN, CONT_101|gi|125081|sp|P19012|K1CO_HUMAN, CONT_121|gi|547749|sp|P13645|K1CJ_HUMAN, CONT_156|gi|1363944|pir||JC4313, CONT_165|gi|2497269|sp|Q99456|K1CL_HUMAN, sp|P02535|K1C10_MOUSE, sp|P05784|K1C18_MOUSE, sp|P08730|K1C13_MOUSE, sp|P19001|K1C19_MOUSE, sp|Q61414|K1C15_MOUSE, sp|Q61781|K1C14_MOUSE, sp|Q9Z320|K1C27_MOUSE"	contaminant	47.6	593	59518	"KERATIN, TYPE I CYTOSKELETAL 10 (CYTOKERATIN 10) (K10) (CK 10) [Homo sapiens]."	151	80	0.53	54	53	44	31	27	22	47.279	45.876	37.755	31	2358596.375	2193894.197	980568.6787	669918.3744	541563.6791	691180.9744	1546572.436	27872.82154	56537.07379	150	1239287.046	27	2899075.73	1637570.585	2571499.994	1645955.919	8583289.115	2818863.668	3325200.909	108310.8035	80823.34766	150	3359375.835	22	3629603.999	815584.1974	616513.025	518661.272	2188227.021	1995457.666	3034989.179	99080.03186	102673.1147	150	1627341.197
28	1	CONT_129|gi|1346344|sp|P02538|K2CA_HUMAN (+2)	CONT_129|gi|1346344|sp|P02538|K2CA_HUMAN&CONT_130|gi|1346345|sp|P04259|K2CB_HUMAN&CONT_131|gi|1346346|sp|P48666|K2CC_HUMAN	 	"CONT_025|gi|346581|pir||S29094, CONT_044|gi|1083132|pir||A56694, CONT_070|gi|547752|sp|Q01546|K22O_HUMAN, CONT_072|gi|547754|sp|P35908|K22E_HUMAN, CONT_073|gi|87303|pir||JS0487, CONT_079|gi|125105|sp|P13647|K2C5_HUMAN, CONT_088|gi|1346343|sp|P04264|K2C1_HUMAN, CONT_089|gi|71536|pir||KRHU2, CONT_102|gi|88044|pir||S01068, CONT_120|gi|125108|sp|P08729|K2C7_HUMAN, CONT_129|gi|1346344|sp|P02538|K2CA_HUMAN, CONT_133|gi|1346349|sp|P48669|K2CF_HUMAN, CONT_142|gi|88053|pir||A29666, sp|P03995|GFAP_MOUSE, sp|P04104|K2C1_MOUSE, sp|P07744|K2C4_MOUSE, sp|P11679|K2C8_MOUSE, sp|P19246|NFH_MOUSE, sp|P20152|VIME_MOUSE, sp|P50446|K2C6A_MOUSE, sp|Q3TTY5|K22E_MOUSE, sp|Q3UV17|K22O_MOUSE, sp|Q6IFZ6|K2C1B_MOUSE, sp|Q6NXH9|K2C73_MOUSE, sp|Q8BGZ7|K2C75_MOUSE, sp|Q922U2|K2C5_MOUSE, sp|Q99M73|KRT84_MOUSE, sp|Q9DCV7|K2C7_MOUSE, tr|E9Q0F0|E9Q0F0_MOUSE, tr|E9Q1Z0|E9Q1Z0_MOUSE"	contaminant	33.5	564	60044	"KERATIN, TYPE II CYTOSKELETAL 6A (CYTOKERATIN 6A) (CK 6A) (K6A KERATIN) [Homo sapiens]."	84	0	0	28	29	27	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
29	1	CONT_133|gi|1346349|sp|P48669|K2CF_HUMAN	 	 	"CONT_025|gi|346581|pir||S29094, CONT_044|gi|1083132|pir||A56694, CONT_070|gi|547752|sp|Q01546|K22O_HUMAN, CONT_072|gi|547754|sp|P35908|K22E_HUMAN, CONT_073|gi|87303|pir||JS0487, CONT_079|gi|125105|sp|P13647|K2C5_HUMAN, CONT_088|gi|1346343|sp|P04264|K2C1_HUMAN, CONT_089|gi|71536|pir||KRHU2, CONT_102|gi|88044|pir||S01068, CONT_120|gi|125108|sp|P08729|K2C7_HUMAN, CONT_129|gi|1346344|sp|P02538|K2CA_HUMAN, CONT_133|gi|1346349|sp|P48669|K2CF_HUMAN, CONT_142|gi|88053|pir||A29666, sp|P03995|GFAP_MOUSE, sp|P04104|K2C1_MOUSE, sp|P07744|K2C4_MOUSE, sp|P11679|K2C8_MOUSE, sp|P19246|NFH_MOUSE, sp|P20152|VIME_MOUSE, sp|P50446|K2C6A_MOUSE, sp|Q3TTY5|K22E_MOUSE, sp|Q3UV17|K22O_MOUSE, sp|Q6IFZ6|K2C1B_MOUSE, sp|Q6NXH9|K2C73_MOUSE, sp|Q8BGZ7|K2C75_MOUSE, sp|Q922U2|K2C5_MOUSE, sp|Q99M73|KRT84_MOUSE, sp|Q9DCV7|K2C7_MOUSE, tr|E9Q0F0|E9Q0F0_MOUSE, tr|E9Q1Z0|E9Q1Z0_MOUSE"	contaminant	31.9	564	60066	"KERATIN, TYPE II CYTOSKELETAL 6F (CYTOKERATIN 6F) (CK 6F) (K6F KERATIN) [Homo sapiens]."	87	0	0	28	31	28	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
31	1	CONT_156|gi|1363944|pir||JC4313	 	 	"CONT_050|gi|280816|pir||A37343, CONT_068|gi|1082558|pir||S41161, CONT_074|gi|1070608|pir||KRHU9, CONT_076|gi|125083|sp|P05783|K1CR_HUMAN, CONT_082|gi|125080|sp|P02533|K1CN_HUMAN, CONT_094|gi|547751|sp|Q04695|K1CQ_HUMAN, CONT_101|gi|125081|sp|P19012|K1CO_HUMAN, CONT_121|gi|547749|sp|P13645|K1CJ_HUMAN, CONT_156|gi|1363944|pir||JC4313, CONT_165|gi|2497269|sp|Q99456|K1CL_HUMAN, sp|P02535|K1C10_MOUSE, sp|P05784|K1C18_MOUSE, sp|P08730|K1C13_MOUSE, sp|P19001|K1C19_MOUSE, sp|Q61414|K1C15_MOUSE, sp|Q61781|K1C14_MOUSE, sp|Q9Z320|K1C27_MOUSE"	contaminant	37.2	473	51237	"type I keratin 16 [human, epidermal keratinocytes, Peptide, 473 aa]."	47	16	0.34	15	15	17	4	4	8	6.926	6.483	9.832	4	58221.66797	60921.3772	36652.54297	75122.40332	161029.7563	23439.42432	72998.89648	150	150	150	69231.19535	4	19475.63501	9434.782959	20927.77002	12549.32251	116674.2168	21471.89526	37185.73975	3337.600342	1747.153076	150	33422.27043	8	17556.51855	11504.80811	9162.547851	4900.448242	9512.174316	6502.024414	9874.790528	150	150	150	9856.420247
32	1	CONT_165|gi|2497269|sp|Q99456|K1CL_HUMAN	 	 	"CONT_068|gi|1082558|pir||S41161, CONT_074|gi|1070608|pir||KRHU9, CONT_082|gi|125080|sp|P02533|K1CN_HUMAN, CONT_094|gi|547751|sp|Q04695|K1CQ_HUMAN, CONT_101|gi|125081|sp|P19012|K1CO_HUMAN, CONT_121|gi|547749|sp|P13645|K1CJ_HUMAN, CONT_156|gi|1363944|pir||JC4313, CONT_165|gi|2497269|sp|Q99456|K1CL_HUMAN, sp|P05784|K1C18_MOUSE, sp|P08730|K1C13_MOUSE, sp|P19001|K1C19_MOUSE, sp|Q61414|K1C15_MOUSE"	contaminant	3.2	494	53511	"KERATIN, TYPE I CYTOSKELETAL 12 (CYTOKERATIN 12) [Homo sapiens]."	4	1	0.25	1	1	2	0	0	1	0.004	0.004	1.004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	97403.96875	51332.48047	43574.4375	34504.54297	50139.96094	41813.14844	65727.8125	1997.023315	2345.606934	150	53128.08984
33	1	REV_A0A2I3BRL8 (+1)	REV_A0A2I3BRL8&REV_Q91VM5	 	"REV_A0A2I3BRL8, sp|Q91VM5|RMXL1_MOUSE"	reversed	10.3	388	42178	REVERSED.	5	1	0.2	4	0	1	1	0	0	1.3	0	0	1	6351.786621	10362.85547	6279.885742	5389.23584	3690.325928	2907.306885	8543.743164	150	150	150	5830.232748	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
34	1	REV_A2AG06	 	 	 	reversed	3.8	965	108828	REVERSED.	4	4	1	2	1	1	2	1	1	2	1	1	2	309382.7813	164971.8906	82051.17969	57557.89063	32056.05078	35843.88672	77005.10938	150	150	150	113643.9466	1	219645.1875	79545.60938	140354.7031	31208.25781	56183.89844	35956.34766	67755.59375	2745.281006	1762.694824	150	93815.66732	1	263726.4063	41023.18359	42272.12891	20749.23242	54785.61328	37878.35938	78095.88281	2792.488281	2443.388916	150	76739.15397
